original_name,clean_name_x,url,source_url,land_size_sqm,master_plan_gfa_sqm,master_plan_plot_ratio,project_name,street_name,postal_code_x,property_type,tenure,district_planning_area,completion,number_of_units,historical_high,indicative_average_price_from_historical_high,historical_low,buyer_profile_by_residential_status,buyer_profile_by_purchaser_address,indicative_price_range_average,indicative_rental_range_average,implied_rental_yield,developer,age_years,architect,main_contractor,status,clean_name_y,address,postal_code_y,latitude,longitude,blk_no,road_name,search_query,nearest_mrt,mrt_distance,mrt_station_code
SKY EVERTON,sky-everton,https://www.edgeprop.sg/condo-apartment/sky-everton,https://www.edgeprop.sg/condo-apartment/sky-everton,"6,695","20,362",2.8,Sky Everton,Everton Road,089396,Apartment,Freehold,D2 / Bukit Merah,2023,262 units,"S$ 3,406 psf in Jul 2022 for a 2,228-sqft unit",-17.7%,"S$ 2,053 psf in Jul 2019 for a 635-sqft unit","Singaporean 84.7%, PR 10.2%, Foreigner 5.1%, Company 0.0%","HDB 34.2%, Private 65.8%","S$ 2,555 - S$ 3,006 psf / S$ 2,802 psf",S$ 5.8 - S$ 10.8 psf pm / S$ 7.6 psf pm,3.2%,SL CAPITAL (6) PTE LTD,2.0,,,,sky-everton,50 EVERTON ROAD SKY EVERTON SINGAPORE 089396,089396,1.27588976787545,103.838151709122,50,EVERTON ROAD,SKY EVERTON,OUTRAM PARK MRT STATION,354.1425918374127,Exit 6
STADIA,stadia,https://www.edgeprop.sg/condo-apartment/stadia,https://www.edgeprop.sg/condo-apartment/stadia,"2,639","3,747",1.4,STADIA,Yio Chu Kang Road,545542,Apartment,Freehold,D19 / Serangoon,2010,56 units,"S$ 1,533 psf in Apr 2025 for a 560-sqft unit",0.0%,"S$ 716 psf in Jun 2008 for a 1,787-sqft unit","Singaporean 81.8%, PR 12.4%, Foreigner 5.8%, Company 0.0%","HDB 54.5%, Private 45.5%","S$ 1,533 - S$ 1,533 psf / S$ 1,533 psf",S$ 3.1 - S$ 5.4 psf pm / S$ 4.2 psf pm,3.3%,ASIMONT DEVELOPMENT PTE LTD,15.0,RONNY CHIN & ASSOCIATES,ADMIN CONSTRUCTION PTE LTD,,stadia,27 YIO CHU KANG ROAD STADIA SINGAPORE 545542,545542,1.35565210357624,103.876015763639,27,YIO CHU KANG ROAD,STADIA,SERANGOON MRT STATION,618.7151268377294,Exit C
THE CENTREPOINT,the-centrepoint,https://www.edgeprop.sg/condo-apartment/the-centrepoint,https://www.edgeprop.sg/condo-apartment/the-centrepoint,"8,472","41,512",4.9,THE CENTREPOINT,Orchard Road,238844,Apartment,99 yrs from 17/08/1979,D9 / Orchard,1983,66 units,"S$ 2,962 psf in Jan 2024 for a 743-sqft unit",-13.2%,"S$ 2,189 psf in Mar 2024 for a 1,119-sqft unit","Singaporean 59.4%, PR 8.9%, Foreigner 9.9%, Company 21.8%","HDB 0.0%, Private 100.0%","S$ 2,233 - S$ 2,906 psf / S$ 2,570 psf",S$ 3.0 - S$ 6.7 psf pm / S$ 4.8 psf pm,2.2%,,,,,,the-centrepoint,176 ORCHARD ROAD THE CENTREPOINT SINGAPORE 238843,238843,1.30197836876806,103.839759023144,176,ORCHARD ROAD,THE CENTREPOINT,SOMERSET MRT STATION,193.1909637648457,Exit D
HOLLAND GEMS,holland-gems,https://www.edgeprop.sg/condo-apartment/holland-gems,https://www.edgeprop.sg/condo-apartment/holland-gems,"8,688","13,900",1.6,HOLLAND GEMS,TAMAN NAKHODA,"257742, 257744, 257796",-,-,D10 / Tanglin,Unknown,64 units,-,-,-,-,-,,,,,,,,,holland-gems,1 TAMAN NAKHODA HOLLAND GEMS SINGAPORE 257742,257742,1.31001688985673,103.80747495735,1,TAMAN NAKHODA,HOLLAND GEMS,FARRER ROAD MRT STATION,833.1707470312368,Exit A
CARDIFF RESIDENCE,cardiff-residence,https://www.edgeprop.sg/condo-apartment/cardiff-residence,https://www.edgeprop.sg/condo-apartment/cardiff-residence,"5,860","3,424",1.4,CARDIFF RESIDENCE,Cardiff Grove,"558961, 558962",Condominium,99 Yrs From 04/11/2011,D19 / Serangoon,2014,163 units,"S$ 1,739 psf in Sep 2024 for a 420-sqft unit",-9.6%,"S$ 745 psf in Jul 2017 for a 2,013-sqft unit","Singaporean 78.5%, PR 18.3%, Foreigner 3.2%, Company 0.0%","HDB 51.8%, Private 48.2%","S$ 1,249 - S$ 1,739 psf / S$ 1,572 psf",S$ 3.7 - S$ 7.7 psf pm / S$ 5.7 psf pm,4.4%,WORLD CLASS DEVELOPMENTS (CENTRAL) PTE LTD,11.0,HUAY ARCHITECTS,WCS ENGINEERING CONSTRUCTION PTE LTD,,cardiff-residence,101 CARDIFF GROVE CARDIFF RESIDENCE SINGAPORE 558961,558961,1.35517236505782,103.866447107141,101,CARDIFF GROVE,CARDIFF RESIDENCE,LORONG CHUAN MRT STATION,447.9160930001237,Exit A
FABER HILLS,faber-hills,https://www.edgeprop.sg/condo-apartment/faber-hills,https://www.edgeprop.sg/condo-apartment/faber-hills,456,,,FABER HILLS,Faber Park (and 1 others),"128944, 128945, 128946, 128947, 128948, 128949, 128950, 128952, 128953, 128954, 128955, 128956, 128957, 128958, 128959, 128960, 128961, 128962, 128963, 128964, 128965, 128966, 128967, 128968, 128969, 128970, 128971, 128972, 128973, 128974, 128975, 128998, 129000, 129001, 129002, 129003, 129004, 129005, 129006, 129007, 129008, 129009, 129010, 129011, 129012, 129013, 129014, 129015, 129016, 129017, 129018, 129019, 129020, 129021, 129022, 129023, 129024, 129025, 129026, 129027, 129028, 129029, 129030, 129031, 129032, 129033, 129034, 129035, 129036, 129037, 129038, 129039, 129040, 129041, 129042, 129043, 129044, 129045, 129046, 129047, 129048, 129049, 129050, 129051, 129052, 129053, 129054, 129055, 129056, 129057, 129058, 129059, 129060, 129061, 129062, 129063, 129064, 129065, 129066, 129067, 129068, 129069, 129070, 129092, 129093, 129094, 129095, 129096, 129097, 129098, 129099, 129100, 129101, 129102, 129103, 129104, 129105, 129106, 129107, 129108, 129109, 129110, 129111, 129112, 129113, 129114, 129115, 129116, 129117, 129118, 129119, 129121, 129122, 129123, 129124, 129125, 129126, 129127, 129128, 129129, 129130, 129131, 129132, 129133, 129134, 129135, 129136, 129155, 129156, 129157, 129158, 129159, 129160, 129161, 129162, 129163, 129164, 129165, 129166, 129167, 129168, 129169, 129170, 129171, 129172, 129173, 129174, 129175, 129176, 129177, 129178, 129179, 129180, 129181, 129182, 129183, 129184, 129185, 129186, 129187, 129188, 129189, 129190, 129191, 129192, 129193, 129194, 129216, 129217, 129218, 129219, 129220, 129221, 129222, 129223, 129224, 129225, 129226, 129227, 129228, 129229, 129230, 129231, 129232, 129233, 129234, 129235, 129236, 129257, 129258, 129259, 129260, 129261, 129262, 129263, 129264, 129265, 129266, 129267, 129268, 129269, 129270, 129271, 129272, 129273, 129274, 129275, 129276, 129277, 129278, 129279, 129280, 129281, 129282, 129283, 129284, 129285, 129286, 129287, 129288, 129289, 129290, 129291, 129292, 129293, 129294, 129295, 129296, 129297, 129298, 129299, 129300, 129301, 129302, 129303, 129304, 129305, 129306, 129307, 129308, 129309, 129310, 129332, 129333, 129335, 129336, 129337, 129338, 129339, 129340, 129341, 129342, 129343, 129344, 129345, 129346, 129347, 129348, 129349, 129350, 129351, 129352, 129353, 129354, 129355, 129356, 129357, 129358, 129359, 129360, 129361, 129362, 129363, 129364, 129365, 129366, 129367, 129368, 129369, 129370, 129371, 129372, 129373, 129375, 129377, 129378, 129379, 129380, 129381, 129382, 129383, 129384, 129385, 129386, 129387, 129388, 129389, 129390, 129391, 129392, 129393, 129394, 129395, 129396, 129397, 129398, 129399, 129400, 129401, 129402, 129403, 129404, 129405, 129406, 129407, 129408, 129409, 129410, 129411, 129412, 129413, 129414, 129415, 129416, 129417, 129418, 129419, 129420, 129421, 129422, 129423, 129424, 129425, 129426, 129427, 129428, 129429, 129430, 129431, 129449, 129450, 129451, 129452, 129453, 129454, 129455, 129456, 129457, 129458, 129459, 129460, 129461, 129462, 129463, 129464, 129465, 129466, 129467, 129468, 129469, 129470, 129471, 129472, 129473, 129474, 129475, 129476, 129477, 129478, 129479, 129480, 129481, 129483, 129484, 129485, 129486, 129487, 129488, 129489, 129490, 129491, 129492, 129493, 129494, 129495, 129516, 129517, 129518, 129519, 129520, 129521, 129522, 129523, 129524, 129525, 129526, 129527, 129528, 129529, 129530, 129531, 129532, 129533, 129534, 129535, 129536, 129537, 129538, 129539, 129540, 129541, 129542, 129543, 129544, 129545, 129546, 129547, 129548, 129549, 129550, 129551, 129552, 129553, 129554, 129555, 127671, 127675, 127676, 127678, 127680, 127689, 127690, 127692, 127693, 127694, 127696, 127699, 127700, 127701",Apartment,Freehold,D5 / Clementi,1977,Unknown,"S$ 1,199 psf in Feb 2023 for a 1,668-sqft unit",-0.5%,"S$ 333 psf in Feb 2002 for a 1,830-sqft unit","Singaporean 84.6%, PR 7.7%, Foreigner 3.1%, Company 1.5%","HDB 48.4%, Private 51.6%","S$ 1,193 - S$ 1,193 psf / S$ 1,193 psf",S$ 2.6 - S$ 2.6 psf pm / S$ 2.6 psf pm,2.6%,,,,,,faber-hills,45 FABER WALK FABER HILLS SINGAPORE 128973,128973,1.32175912435446,103.754888672567,45,FABER WALK,FABER HILLS,CLEMENTI MRT STATION,1327.831518954512,Exit A
JEWEL @ BUANGKOK,jewel-buangkok,https://www.edgeprop.sg/condo-apartment/jewel-buangkok,https://www.edgeprop.sg/condo-apartment/jewel-buangkok,"18,148","54,443",3.0,JEWEL @ BUANGKOK,Compassvale Bow,"544684, 544685, 544686, 544687, 544688, 544689, 544823",Condominium,99 Yrs From 12/09/2012,D19 / Sengkang,2016,616 units,"S$ 1,883 psf in Apr 2025 for a 1,163-sqft unit",-9.9%,"S$ 990 psf in Jul 2013 for a 1,087-sqft unit","Singaporean 75.7%, PR 18.2%, Foreigner 6.0%, Company 0.0%","HDB 66.5%, Private 33.5%","S$ 1,459 - S$ 1,883 psf / S$ 1,697 psf",S$ 3.3 - S$ 7.1 psf pm / S$ 5.0 psf pm,3.5%,WHITE HAVEN PROPERTIES PTE LTD,9.0,DCA ARCHITECTS PTE LTD,DRAGAGES SINGAPORE PTE LTD,,jewel-buangkok,87 COMPASSVALE BOW JEWEL @ BUANGKOK SINGAPORE 544686,544686,1.38049959846359,103.891706485548,87,COMPASSVALE BOW,JEWEL @ BUANGKOK,BUANGKOK MRT STATION,308.69599620829786,Exit B
EMPRADO SUITES,emprado-suites,https://www.edgeprop.sg/condo-apartment/emprado-suites,https://www.edgeprop.sg/condo-apartment/emprado-suites,862,"1,206",1.4,EMPRADO SUITES,Lorong N Telok Kurau,425244,Apartment,Freehold,D15 / Bedok,2008,16 units,"S$ 1,635 psf in Feb 2025 for a 592-sqft unit",0.0%,"S$ 641 psf in May 2007 for a 1,249-sqft unit","Singaporean 82.5%, PR 7.5%, Foreigner 10.0%, Company 0.0%","HDB 47.5%, Private 52.5%","S$ 1,635 - S$ 1,635 psf / S$ 1,635 psf",S$ 4.0 - S$ 5.5 psf pm / S$ 4.6 psf pm,3.4%,INFINITY DEVELOPMENT PTE LTD,17.0,,,,emprado-suites,93 LORONG N TELOK KURAU EMPRADO SUITES SINGAPORE 425244,425244,1.31087631734698,103.915485073734,93,LORONG N TELOK KURAU,EMPRADO SUITES,KEMBANGAN MRT STATION,1152.462347115855,Exit A
BARTLEY VUE,bartley-vue,https://www.edgeprop.sg/condo-apartment/bartley-vue,https://www.edgeprop.sg/condo-apartment/bartley-vue,,,,BARTLEY VUE,Jalan Bunga Rampai,"538310, 538311",Apartment,99 yrs from 13/04/2020,D19 / Toa Payoh,2026,115 units,"S$ 2,205 psf in Dec 2022 for a 657-sqft unit",-5.9%,"S$ 1,725 psf in Jun 2022 for a 1,356-sqft unit","Singaporean 88.3%, PR 10.8%, Foreigner 0.8%, Company 0.0%","HDB 37.1%, Private 62.9%","S$ 1,971 - S$ 2,186 psf / S$ 2,075 psf",,,WEE HUR (BARTLEY) PTE LTD,-1.0,,,,bartley-vue,8 JALAN BUNGA RAMPAI BARTLEY VUE (U/C) SINGAPORE 538311,538311,1.3404935368188,103.883658640236,8,JALAN BUNGA RAMPAI,BARTLEY VUE (U/C),BARTLEY MRT STATION,425.64733102099945,Exit A
ISLAND VIEW,island-view,https://www.edgeprop.sg/condo-apartment/island-view,https://www.edgeprop.sg/condo-apartment/island-view,"28,767","40,273",1.4,ISLAND VIEW,Jalan Mat Jambol,"119519, 119520, 119521, 119522",Condominium,Freehold,D5 / Queenstown,1984,72 units,"S$ 1,455 psf in Feb 2022 for a 3,498-sqft unit",-5.0%,"S$ 232 psf in Apr 2004 for a 3,498-sqft unit","Singaporean 44.5%, PR 35.5%, Foreigner 18.2%, Company 0.9%","HDB 3.7%, Private 96.3%","S$ 1,372 - S$ 1,392 psf / S$ 1,382 psf",S$ 2.5 - S$ 3.4 psf pm / S$ 3.0 psf pm,2.6%,,,,,,island-view,38A JALAN MAT JAMBOL ISLAND VIEW SINGAPORE 119519,119519,1.27967720669913,103.792099423759,38A,JALAN MAT JAMBOL,ISLAND VIEW,PASIR PANJANG MRT STATION,408.5997600027116,Exit A
AVON PARK,avon-park,https://www.edgeprop.sg/condo-apartment/avon-park,https://www.edgeprop.sg/condo-apartment/avon-park,"15,023","42,066",2.8,AVON PARK,Youngberg Terrace,357741,Condominium,Freehold,D13 / Toa Payoh,1991,179 units,"S$ 1,716 psf in Mar 2025 for a 1,270-sqft unit",-2.0%,"S$ 271 psf in Aug 2005 for a 2,476-sqft unit","Singaporean 84.6%, PR 7.4%, Foreigner 4.7%, Company 0.7%","HDB 37.8%, Private 62.2%","S$ 1,646 - S$ 1,716 psf / S$ 1,681 psf",S$ 2.9 - S$ 4.4 psf pm / S$ 3.7 psf pm,2.6%,,,,,,avon-park,1 YOUNGBERG TERRACE AVON PARK SINGAPORE 357741,357741,1.33924560642212,103.869770060845,1,YOUNGBERG TERRACE,AVON PARK,WOODLEIGH MRT STATION,110.2903947493074,Exit B
RIVERSAILS,riversails,https://www.edgeprop.sg/condo-apartment/riversails,https://www.edgeprop.sg/condo-apartment/riversails,"24,696","86,436",3.5,RIVERSAILS,Upper Serangoon Crescent,"534024, 534025, 534026, 534027, 534028, 534029, 534030, 534031, 534032, 534033, 534034, 534035",Condominium,99 Yrs From 07/12/2011,D19 / Hougang,2016,920 units,"S$ 1,568 psf in Jun 2025 for a 1,033-sqft unit",-11.0%,"S$ 712 psf in Jan 2013 for a 2,400-sqft unit","Singaporean 82.1%, PR 14.8%, Foreigner 3.1%, Company 0.0%","HDB 64.2%, Private 35.8%","S$ 994 - S$ 1,568 psf / S$ 1,395 psf",S$ 2.1 - S$ 5.5 psf pm / S$ 4.1 psf pm,3.5%,BENEFIT INVESTMENTS PTE LTD,9.0,,,,riversails,4 UPPER SERANGOON CRESCENT RIVERSAILS SINGAPORE 534034,534034,1.37803339185646,103.902481480732,4,UPPER SERANGOON CRESCENT,RIVERSAILS,KANGKAR LRT STATION,637.7560535596813,Exit B
KINGS APARTMENTS,kings-apartments,https://www.edgeprop.sg/condo-apartment/kings-apartments,https://www.edgeprop.sg/condo-apartment/kings-apartments,"2,014","2,917",1.4,KINGS APARTMENTS,Lorong K Telok Kurau,"425604, 425606, 425607, 425608, 425609, 425610",Apartment,Freehold,D15 / Bedok,1994,24 units,"S$ 1,381 psf in Aug 2024 for a 1,173-sqft unit",0.0%,"S$ 392 psf in Jun 2007 for a 1,173-sqft unit","Singaporean 93.1%, PR 6.9%, Foreigner 0.0%, Company 0.0%","HDB 48.1%, Private 51.9%","S$ 1,381 - S$ 1,381 psf / S$ 1,381 psf",S$ 3.7 - S$ 4.3 psf pm / S$ 4.0 psf pm,3.5%,,,,,,kings-apartments,2 LORONG K TELOK KURAU KINGS APARTMENTS SINGAPORE 425604,425604,1.31191154335489,103.907721956198,2,LORONG K TELOK KURAU,KINGS APARTMENTS,EUNOS MRT STATION,984.184433401755,Exit C
DELIGHT COURT,delight-court,https://www.edgeprop.sg/condo-apartment/delight-court,https://www.edgeprop.sg/condo-apartment/delight-court,"1,187","3,324",2.8,DELIGHT COURT,Lorong 33 Geylang,387982,Apartment,Freehold,D14 / Geylang,1991,21 units,"S$ 891 psf in May 2019 for a 1,324-sqft unit",-11.0%,"S$ 275 psf in Aug 2004 for a 1,163-sqft unit","Singaporean 89.7%, PR 3.4%, Foreigner 3.4%, Company 0.0%","HDB 27.6%, Private 72.4%",S$ 793 - S$ 793 psf / S$ 793 psf,S$ 2.7 - S$ 3.7 psf pm / S$ 3.3 psf pm,4.9%,,,,,,delight-court,16 LORONG 33 GEYLANG DELIGHT COURT SINGAPORE 387982,387982,1.31514147457982,103.888042831488,16,LORONG 33 GEYLANG,DELIGHT COURT,PAYA LEBAR MRT STATION,476.49584294799536,Exit D
MOUNTBATTEN SUITES,mountbatten-suites,https://www.edgeprop.sg/condo-apartment/mountbatten-suites,https://www.edgeprop.sg/condo-apartment/mountbatten-suites,"1,820","2,547",1.4,MOUNTBATTEN SUITES,Mountbatten Road,437842,Apartment,Freehold,D15 / Marine Parade,2012,32 units,"S$ 1,696 psf in Oct 2024 for a 1,109-sqft unit",-11.7%,S$ 624 psf in Mar 2009 for a 753-sqft unit,"Singaporean 80.6%, PR 11.9%, Foreigner 7.5%, Company 0.0%","HDB 34.3%, Private 65.7%","S$ 1,299 - S$ 1,696 psf / S$ 1,498 psf",S$ 4.3 - S$ 6.2 psf pm / S$ 4.8 psf pm,3.9%,AGROW LAND PTE LTD,13.0,,,,mountbatten-suites,861 MOUNTBATTEN ROAD MOUNTBATTEN SUITES SINGAPORE 437842,437842,1.30326089932611,103.89995137284,861,MOUNTBATTEN ROAD,MOUNTBATTEN SUITES,DAKOTA MRT STATION,1334.7015634165073,Exit A
JK BUILDING,jk-building,https://www.edgeprop.sg/condo-apartment/jk-building,https://www.edgeprop.sg/condo-apartment/jk-building,"1,529",,,JK BUILDING,JALAN JURONG KECHIL,"598578, 598579, 598580, 598581, 598582, 598583, 598584, 598585, 598586",Apartment,Freehold,D21 / Bukit Timah,1985,9 units,"S$ 1,419 psf in Aug 2023 for a 1,776-sqft unit",0.0%,"S$ 1,126 psf in May 2023 for a 2,239-sqft unit","Singaporean 100.0%, PR 0.0%, Foreigner 0.0%, Company 0.0%","HDB 66.7%, Private 33.3%","S$ 1,419 - S$ 1,419 psf / S$ 1,419 psf",S$ 3.1 - S$ 3.1 psf pm / S$ 3.1 psf pm,2.6%,,,,,,jk-building,50 JALAN JURONG KECHIL JK BUILDING SINGAPORE 598578,598578,1.34055585014186,103.774342109131,50,JALAN JURONG KECHIL,JK BUILDING,BEAUTY WORLD MRT STATION,167.96246320696972,Exit B
THE QUARTZ,the-quartz,https://www.edgeprop.sg/condo-apartment/the-quartz,https://www.edgeprop.sg/condo-apartment/the-quartz,"21,985","66,131",3.0,THE QUARTZ,Compassvale Bow,"544984, 544985, 544986, 544987, 544988, 544989, 544990, 544991, 544992, 544993, 544994, 544995",Condominium,"99 Yrs From 18/04/2005, 99 Yrs From 18/04/200",D19 / Sengkang,2009,625 units,"S$ 1,536 psf in Jun 2025 for a 1,119-sqft unit",-5.6%,"S$ 306 psf in May 2006 for a 1,798-sqft unit","Singaporean 80.0%, PR 14.6%, Foreigner 5.3%, Company 0.0%","HDB 69.5%, Private 30.5%","S$ 1,372 - S$ 1,536 psf / S$ 1,450 psf",S$ 2.4 - S$ 4.6 psf pm / S$ 3.7 psf pm,3.1%,WINTERHALL PTE LTD,16.0,P & T CONSULTANTS PTE LTD,CHINA CONSTRUCTION (SOUTH PACIFIC) DEVELOPMENT CO PTE LTD,,the-quartz,69 COMPASSVALE BOW THE QUARTZ SINGAPORE 544993,544993,1.38046949252729,103.894318452251,69,COMPASSVALE BOW,THE QUARTZ,BUANGKOK MRT STATION,260.4079063148445,Exit B
WHISTLER GRAND,whistler-grand,https://www.edgeprop.sg/condo-apartment/whistler-grand,https://www.edgeprop.sg/condo-apartment/whistler-grand,"19,592","54,856",2.8,WHISTLER GRAND,West Coast Vale,"125751, 125752, 125757, 126751, 126752",Apartment,99 yrs from 07/05/2018,D5 / Clementi,2022,716 units,"S$ 2,064 psf in Jan 2025 for a 1,066-sqft unit",-8.6%,"S$ 1,228 psf in Dec 2018 for a 1,270-sqft unit","Singaporean 82.5%, PR 16.6%, Foreigner 0.9%, Company 0.0%","HDB 55.4%, Private 44.6%","S$ 1,779 - S$ 2,064 psf / S$ 1,887 psf",S$ 4.4 - S$ 8.4 psf pm / S$ 6.5 psf pm,4.1%,CDL PEGASUS PTE LTD,3.0,,,,whistler-grand,109 WEST COAST VALE WHISTLER GRAND SINGAPORE 126752,126752,1.31961164929376,103.754330936499,109,WEST COAST VALE,WHISTLER GRAND,CLEMENTI MRT STATION,1274.377219931214,Exit A
TANGLIN PARK,tanglin-park,https://www.edgeprop.sg/condo-apartment/tanglin-park,https://www.edgeprop.sg/condo-apartment/tanglin-park,"37,094","51,931",1.4,TANGLIN PARK,Ridley Park,"248466, 248467, 248468, 248469, 248471, 248472, 248473, 248474, 248476, 248477, 248478, 248479, 248480",Condominium,Freehold,D10 / Tanglin,1989,274 units,"S$ 2,575 psf in Mar 2025 for a 1,507-sqft unit",-4.4%,"S$ 543 psf in Mar 2000 for a 1,981-sqft unit","Singaporean 62.5%, PR 17.7%, Foreigner 14.3%, Company 4.0%","HDB 10.8%, Private 89.2%","S$ 2,323 - S$ 2,575 psf / S$ 2,461 psf",S$ 3.6 - S$ 6.0 psf pm / S$ 4.6 psf pm,2.3%,,,,,,tanglin-park,3C RIDLEY PARK TANGLIN PARK SINGAPORE 248474,248474,1.29936038617921,103.81646201986,3C,RIDLEY PARK,TANGLIN PARK,NAPIER MRT STATION,847.195503929317,Exit 2
GLASGOW RESIDENCE,glasgow-residence,https://www.edgeprop.sg/condo-apartment/glasgow-residence,https://www.edgeprop.sg/condo-apartment/glasgow-residence,"1,294","1,811",1.4,GLASGOW RESIDENCE,Glasgow Road,549338,Apartment,999 Yrs From 01/01/1886,D19 / Hougang,2010,31 units,"S$ 1,510 psf in Feb 2014 for a 431-sqft unit",-30.3%,S$ 781 psf in May 2010 for a 980-sqft unit,"Singaporean 86.5%, PR 11.5%, Foreigner 1.9%, Company 0.0%","HDB 65.4%, Private 34.6%","S$ 1,052 - S$ 1,052 psf / S$ 1,052 psf",S$ 2.4 - S$ 5.6 psf pm / S$ 4.2 psf pm,4.8%,WORLD CLASS PROPERTY (NORTH) PTE LTD,15.0,,,,glasgow-residence,23 GLASGOW ROAD GLASGOW RESIDENCE SINGAPORE 549338,549338,1.36189921422964,103.87861280778,23,GLASGOW ROAD,GLASGOW RESIDENCE,KOVAN MRT STATION,678.3222278966242,Exit A
RESIDENCE TWENTY-TWO,residence-twenty-two,https://www.edgeprop.sg/condo-apartment/residence-twenty-two,https://www.edgeprop.sg/condo-apartment/residence-twenty-two,"1,593","2,230",1.4,RESIDENCE TWENTY-TWO,Telok Kurau Road,423844,Apartment,Freehold,D15 / Bedok,2022,22 units,"S$ 2,080 psf in May 2025 for a 1,216-sqft unit",-1.1%,"S$ 1,569 psf in Dec 2019 for a 1,195-sqft unit","Singaporean 80.0%, PR 20.0%, Foreigner 0.0%, Company 0.0%","HDB 23.8%, Private 76.2%","S$ 2,034 - S$ 2,080 psf / S$ 2,057 psf",S$ 6.7 - S$ 6.9 psf pm / S$ 6.8 psf pm,4.0%,GROW99 PTE LTD,3.0,,,,residence-twenty-two,246 TELOK KURAU ROAD RESIDENCE TWENTY-TWO SINGAPORE 423844,423844,1.31101225037145,103.911042197816,246,TELOK KURAU ROAD,RESIDENCE TWENTY-TWO,KEMBANGAN MRT STATION,1122.1429174970249,Exit A
BALMORAL HILLS,balmoral-hills,https://www.edgeprop.sg/condo-apartment/balmoral-hills,https://www.edgeprop.sg/condo-apartment/balmoral-hills,"5,404","8,647",1.6,BALMORAL HILLS,Balmoral Park,"259844, 259845",Condominium,Freehold,D10 / Tanglin,2008,62 units,"S$ 2,651 psf in Apr 2025 for a 1,841-sqft unit",0.0%,"S$ 929 psf in Feb 2007 for a 2,777-sqft unit","Singaporean 60.5%, PR 14.9%, Foreigner 14.9%, Company 9.6%","HDB 5.4%, Private 94.6%","S$ 2,651 - S$ 2,651 psf / S$ 2,651 psf",S$ 4.1 - S$ 7.3 psf pm / S$ 4.9 psf pm,2.2%,ARTESIAN INVESTMENT PTE LTD,17.0,JGP ARCHITECTURE (S) PTE LTD,CHIU TENG ENTERPRISES PTE LTD,,balmoral-hills,9 BALMORAL PARK BALMORAL HILLS SINGAPORE 259844,259844,1.31616396718925,103.827763425695,9,BALMORAL PARK,BALMORAL HILLS,STEVENS MRT STATION,354.46843317764854,Exit 2
JANSEN HOUSE,jansen-house,https://www.edgeprop.sg/condo-apartment/jansen-house,https://www.edgeprop.sg/condo-apartment/jansen-house,"1,541","2,158",1.4,Jansen House,Jansen Road,548429,Apartment,999 yrs from 01/09/1876,D19 / Hougang,2026,21 units,"S$ 2,121 psf in May 2024 for a 721-sqft unit",-4.4%,"S$ 1,930 psf in Feb 2025 for a 1,259-sqft unit","Singaporean 100.0%, PR 0.0%, Foreigner 0.0%, Company 0.0%","HDB 33.3%, Private 66.7%","S$ 1,930 - S$ 2,080 psf / S$ 2,028 psf",,,Mequity GS Pte Ltd,-1.0,,,,jansen-house,25 JANSEN ROAD JANSEN HOUSE SINGAPORE 548429,548429,1.35984838451574,103.876534204601,25,JANSEN ROAD,JANSEN HOUSE,KOVAN MRT STATION,864.2414873074016,Exit A
CHAPEL LODGE,chapel-lodge,https://www.edgeprop.sg/condo-apartment/chapel-lodge,https://www.edgeprop.sg/condo-apartment/chapel-lodge,"4,804","6,748",1.4,CHAPEL LODGE,Lorong Stangee,"425032, 425034, 425036, 425038, 425040, 425042, 425044, 425046, 425048, 425050, 425052",Condominium,Freehold,D15 / Marine Parade,1994,44 units,"S$ 1,701 psf in Apr 2025 for a 1,528-sqft unit",-1.4%,"S$ 432 psf in Oct 2004 for a 1,528-sqft unit","Singaporean 89.1%, PR 6.5%, Foreigner 2.2%, Company 2.2%","HDB 30.4%, Private 69.6%","S$ 1,652 - S$ 1,701 psf / S$ 1,677 psf",S$ 2.3 - S$ 3.5 psf pm / S$ 2.9 psf pm,2.1%,,,,,,chapel-lodge,49 LORONG STANGEE CHAPEL LODGE SINGAPORE 425040,425040,1.30907054410607,103.9058646215,49,LORONG STANGEE,CHAPEL LODGE,EUNOS MRT STATION,1199.742912238279,Exit C
IVORY APARTMENTS,ivory-apartments,https://www.edgeprop.sg/condo-apartment/ivory-apartments,https://www.edgeprop.sg/condo-apartment/ivory-apartments,"1,873","2,608",1.4,IVORY APARTMENTS,East Coast Road,"429079, 429080",Apartment,Freehold,D15 / Bedok,1991,8 units,"S$ 1,016 psf in Dec 2021 for a 3,444-sqft unit",0.0%,"S$ 300 psf in Nov 2002 for a 3,401-sqft unit","Singaporean 85.7%, PR 14.3%, Foreigner 0.0%, Company 0.0%","HDB 0.0%, Private 100.0%","S$ 1,016 - S$ 1,016 psf / S$ 1,016 psf",S$ 1.4 - S$ 1.4 psf pm / S$ 1.4 psf pm,1.7%,,,,,,ivory-apartments,563 EAST COAST ROAD IVORY APARTMENTS SINGAPORE 429079,429079,1.31013981221718,103.915691207978,563,EAST COAST ROAD,IVORY APARTMENTS,KEMBANGAN MRT STATION,1237.478924353925,Exit A
